origin_zone,dest_zone,road_type,speed_limit_kmh,num_lanes,is_one_way,distance_km,road_curvature,has_signal,is_construction,weather_condition,day_of_week,time_slot,is_weekend,is_holiday,day_type,congestion_multiplier
10,7,main_road,47.3,2,0,6.37,1.71,1,0,cloudy,Tue,evening_peak,0,0,weekday,3.5
19,21,street,44.8,2,0,2.53,1.34,0,0,cloudy,Tue,morning_peak,0,0,weekday,3.2399
19,22,street,31.2,2,0,4.61,1.504,1,0,clear,Sat,morning_peak,1,0,weekend,3.2348
21,5,main_road,71.6,3,0,18.91,1.287,1,0,clear,Sat,midday,1,0,weekend,1.9007
4,23,street,33.6,2,0,3.87,1.502,0,0,clear,Wed,evening_peak,0,0,weekday,3.021
13,3,highway,90.3,6,0,9.46,1.793,1,0,cloudy,Wed,evening_peak,0,0,weekday,2.0837
20,7,main_road,78.6,4,0,7.19,1.71,1,0,cloudy,Sat,morning_peak,1,0,weekend,1.994
9,10,main_road,77.7,2,0,2.08,1.249,0,0,clear,Thu,evening_peak,0,0,weekday,2.8428
5,20,main_road,52.6,4,0,5.74,1.241,1,0,clear,Fri,evening_peak,0,0,friday,3.5
21,6,main_road,43.5,4,0,3.44,1.25,0,0,clear,Tue,midday,0,0,weekday,1.7804
21,12,service_lane,25.2,2,0,1.06,1.121,0,1,cloudy,Mon,morning_peak,0,0,weekday,3.5
6,17,street,42.6,1,0,19.66,1.487,0,1,rain,Sat,midday,1,0,weekend,2.975
15,17,service_lane,21.7,1,0,11.38,1.787,0,0,fog,Wed,midday,0,1,weekday,2.2558
7,22,highway,92.9,5,1,7.79,1.29,1,0,clear,Tue,night,0,0,weekday,0.55
9,8,service_lane,30.9,1,1,18.25,1.389,0,0,clear,Sun,night,1,0,weekend,1.2407
1,11,highway,85.8,4,1,2.38,1.249,0,0,clear,Thu,morning_peak,0,0,weekday,1.8421
21,19,service_lane,23.0,2,0,13.56,1.302,1,0,clear,Wed,night,0,0,weekday,2.0976
11,20,street,24.8,1,0,14.03,1.097,0,1,cloudy,Wed,morning_peak,0,0,weekday,3.5
21,14,main_road,46.2,4,0,18.96,1.43,0,0,cloudy,Mon,night,0,0,weekday,1.4721
9,21,main_road,40.0,3,0,0.69,1.305,1,0,rain,Wed,morning_peak,0,0,weekday,3.3302
13,2,main_road,58.6,3,1,3.54,1.271,0,0,cloudy,Fri,morning_peak,0,0,friday,2.6756
18,12,street,37.6,1,1,0.79,1.167,1,0,clear,Wed,evening_peak,0,0,weekday,2.8332
22,5,main_road,72.2,4,0,6.52,1.723,1,0,cloudy,Wed,night,0,0,weekday,0.8665
2,16,street,35.9,1,0,13.02,1.059,1,1,clear,Wed,evening_peak,0,0,weekday,3.5
5,14,street,27.6,1,0,15.09,1.041,0,0,cloudy,Wed,morning_peak,0,0,weekday,2.8702
17,19,main_road,70.2,2,0,16.78,1.481,0,0,cloudy,Tue,night,0,0,weekday,0.7202
14,11,main_road,77.9,3,1,10.88,1.427,1,0,rain,Mon,evening_peak,0,0,weekday,2.581
1,7,main_road,73.7,3,0,16.84,1.52,1,0,clear,Mon,midday,0,0,weekday,1.9597
17,20,street,36.4,1,1,14.49,1.035,0,0,fog,Thu,morning_peak,0,0,weekday,2.4676
20,4,street,47.7,2,0,18.56,1.168,1,0,clear,Mon,evening_peak,0,0,weekday,2.8159
6,19,main_road,48.0,3,0,4.81,1.243,1,0,rain,Thu,evening_peak,0,0,weekday,3.0616
1,22,street,38.2,2,0,14.29,1.718,1,0,clear,Sun,evening_peak,1,0,weekend,3.5
14,3,main_road,42.3,3,0,7.1,1.676,0,0,clear,Sun,evening_peak,1,0,weekend,2.1098
19,6,main_road,43.4,2,0,3.06,1.731,0,0,clear,Fri,midday,0,0,friday,1.8964
6,20,main_road,62.3,4,0,10.86,1.028,1,0,cloudy,Sun,midday,1,0,weekend,1.9009
17,13,highway,99.9,6,0,15.43,1.157,0,0,clear,Thu,night,0,0,weekday,0.55
13,6,highway,95.6,4,0,16.85,1.474,0,0,rain,Tue,midday,0,0,weekday,1.3836
17,19,main_road,57.2,3,0,16.86,1.537,1,0,clear,Sun,midday,1,0,weekend,1.5047
10,14,main_road,76.6,2,1,1.29,1.067,0,0,clear,Sat,morning_peak,1,0,weekend,1.7351
23,19,main_road,76.1,4,0,17.65,1.464,1,0,clear,Mon,evening_peak,0,0,weekday,3.4284
2,7,service_lane,39.7,2,1,18.76,1.363,0,0,fog,Wed,evening_peak,0,0,weekday,3.5
22,21,main_road,52.9,3,0,6.48,1.473,0,0,rain,Sat,midday,1,1,weekend,1.7407
12,15,main_road,41.5,2,0,15.79,1.771,1,0,clear,Thu,morning_peak,0,0,weekday,1.9354
20,17,main_road,78.1,3,0,3.5,1.473,0,1,clear,Sun,morning_peak,1,0,weekend,2.8086
6,1,main_road,75.6,4,0,15.19,1.308,0,0,clear,Fri,midday,0,0,friday,2.03
13,11,highway,104.3,6,0,12.87,1.55,0,0,cloudy,Thu,midday,0,0,weekday,1.2409
19,22,main_road,44.9,3,0,10.15,1.432,1,0,fog,Thu,midday,0,0,weekday,3.386
9,16,street,32.5,1,0,10.69,1.698,0,0,cloudy,Thu,morning_peak,0,0,weekday,3.1501
18,6,main_road,42.9,3,1,8.71,1.516,1,0,clear,Tue,morning_peak,0,0,weekday,2.369
22,16,street,24.4,2,0,13.43,1.69,1,0,clear,Wed,night,0,0,weekday,1.4541
10,15,main_road,40.2,3,0,14.47,1.369,1,0,clear,Fri,evening_peak,0,0,friday,3.5
3,11,highway,104.0,4,0,1.92,1.406,0,0,clear,Sat,midday,1,0,weekend,1.115
14,8,street,40.5,1,0,13.35,1.442,1,0,fog,Fri,morning_peak,0,0,friday,3.5
11,18,main_road,52.9,2,0,10.7,1.779,1,0,rain,Sun,night,1,0,weekend,0.9016
10,1,street,20.7,1,0,6.66,1.239,0,0,clear,Sat,morning_peak,1,1,weekend,1.4234
22,8,highway,94.0,4,1,17.0,1.239,0,1,cloudy,Mon,evening_peak,0,0,weekday,1.9352
4,13,main_road,76.5,4,1,10.71,1.665,0,1,clear,Sun,morning_peak,1,0,weekend,2.8148
20,23,main_road,61.3,4,0,17.67,1.264,1,0,clear,Sun,morning_peak,1,0,weekend,2.1832
4,6,highway,86.7,5,0,7.71,1.28,0,0,clear,Mon,morning_peak,0,0,weekday,1.0849
15,6,street,46.0,2,0,11.32,1.011,1,0,cloudy,Wed,morning_peak,0,0,weekday,2.6277
4,11,street,45.5,1,1,16.29,1.691,1,0,heavy_rain,Wed,morning_peak,0,0,weekday,3.5
17,7,street,33.2,2,0,8.24,1.051,1,0,clear,Tue,morning_peak,0,1,weekday,2.4349
4,20,main_road,44.8,4,0,2.53,1.747,1,0,cloudy,Wed,morning_peak,0,0,weekday,2.4232
8,1,main_road,58.7,3,0,10.77,1.617,0,0,clear,Sat,midday,1,0,weekend,1.5024
17,22,main_road,42.3,4,0,7.69,1.444,0,0,fog,Sat,midday,1,0,weekend,1.3647
18,6,main_road,66.8,4,0,3.25,1.63,0,0,heavy_rain,Mon,midday,0,0,weekday,2.992
4,10,highway,97.9,4,1,2.11,1.01,0,0,cloudy,Wed,midday,0,0,weekday,1.0948
19,23,main_road,50.7,4,0,5.75,1.129,1,0,clear,Thu,evening_peak,0,0,weekday,2.8336
11,9,main_road,79.2,4,0,3.92,1.68,1,0,clear,Sat,midday,1,0,weekend,1.4465
19,16,street,24.0,2,0,5.94,1.794,1,0,cloudy,Sun,night,1,0,weekend,1.1778
9,22,street,39.7,1,1,15.75,1.79,0,0,clear,Mon,midday,0,0,weekday,1.9476
13,20,street,38.8,2,0,18.37,1.684,0,1,fog,Tue,morning_peak,0,0,weekday,3.5
19,5,street,39.0,1,0,14.37,1.053,1,0,cloudy,Fri,night,0,0,friday,1.0994
4,2,service_lane,21.4,2,0,18.97,1.357,0,0,cloudy,Tue,evening_peak,0,0,weekday,3.5
5,22,main_road,64.2,3,0,16.7,1.075,0,0,cloudy,Thu,morning_peak,0,0,weekday,1.9532
15,16,street,40.9,1,1,4.57,1.362,1,1,cloudy,Sun,morning_peak,1,0,weekend,2.4568
11,10,main_road,79.6,2,1,18.49,1.335,0,0,clear,Thu,morning_peak,0,0,weekday,2.4014
4,13,main_road,75.0,3,0,11.4,1.267,0,0,clear,Thu,midday,0,0,weekday,1.5194
17,8,highway,102.4,6,0,8.78,1.416,0,0,rain,Sun,midday,1,0,weekend,0.9529
2,11,highway,98.1,5,0,1.88,1.718,1,0,fog,Mon,evening_peak,0,0,weekday,2.9084
21,23,highway,96.7,6,1,15.26,1.497,0,0,cloudy,Sun,evening_peak,1,0,weekend,2.653
10,19,main_road,45.7,2,0,10.23,1.004,0,0,cloudy,Thu,midday,0,0,weekday,1.6094
11,5,street,37.2,2,0,6.57,1.512,1,0,clear,Tue,evening_peak,0,0,weekday,3.5
9,10,street,37.2,2,0,5.75,1.153,1,1,clear,Mon,evening_peak,0,0,weekday,3.5
7,18,main_road,64.9,2,0,14.67,1.158,0,0,clear,Fri,night,0,0,friday,0.9749
2,1,main_road,41.9,3,0,3.54,1.632,0,0,clear,Tue,evening_peak,0,0,weekday,2.2379
22,19,street,44.4,2,0,4.8,1.431,0,1,cloudy,Mon,evening_peak,0,0,weekday,3.5
13,10,street,39.6,2,0,19.35,1.761,1,0,rain,Fri,midday,0,0,friday,3.5
16,19,main_road,78.1,2,0,1.99,1.216,0,0,cloudy,Thu,morning_peak,0,0,weekday,1.8647
13,2,street,23.5,2,0,15.89,1.185,1,1,fog,Tue,midday,0,0,weekday,3.5
10,5,main_road,60.9,4,0,9.63,1.45,0,0,rain,Wed,evening_peak,0,0,weekday,3.5
1,21,highway,113.2,4,1,1.31,1.532,0,0,heavy_rain,Tue,night,0,0,weekday,1.0736
2,20,main_road,72.5,4,0,5.77,1.132,0,0,clear,Sat,evening_peak,1,0,weekend,2.3349
9,8,street,24.7,2,0,19.43,1.636,0,0,clear,Sat,night,1,0,weekend,1.0807
11,2,service_lane,29.6,1,0,9.19,1.582,0,0,rain,Tue,morning_peak,0,0,weekday,3.5
8,3,street,31.5,2,0,6.23,1.652,1,0,rain,Mon,morning_peak,0,0,weekday,3.5
6,19,main_road,54.8,2,0,7.12,1.315,1,0,clear,Sun,morning_peak,1,0,weekend,2.2591
19,12,highway,91.8,4,1,18.87,1.199,0,0,clear,Mon,evening_peak,0,0,weekday,1.5396
19,13,main_road,77.6,3,0,2.64,1.625,1,0,clear,Sun,evening_peak,1,0,weekend,2.8618
4,2,service_lane,24.5,1,0,19.59,1.084,0,0,clear,Fri,morning_peak,0,0,friday,2.7517
23,7,main_road,53.4,2,0,15.44,1.248,1,0,cloudy,Thu,morning_peak,0,0,weekday,2.6586
9,7,main_road,43.2,4,0,9.61,1.74,1,0,cloudy,Sat,morning_peak,1,0,weekend,2.4446
1,10,highway,116.8,4,0,16.75,1.031,0,0,rain,Sat,night,1,0,weekend,1.251
23,6,main_road,50.7,4,0,5.0,1.446,1,0,clear,Mon,night,0,0,weekday,1.0016
19,22,main_road,63.7,4,0,19.4,1.44,1,0,clear,Fri,night,0,0,friday,0.908
19,21,highway,111.5,6,0,10.66,1.369,0,0,clear,Mon,evening_peak,0,0,weekday,1.744
11,10,street,24.9,2,0,12.63,1.62,1,0,rain,Tue,midday,0,0,weekday,2.6414
6,11,service_lane,34.7,2,1,7.46,1.277,1,0,heavy_rain,Mon,midday,0,0,weekday,3.5
14,5,main_road,68.4,2,0,7.84,1.576,0,0,rain,Sun,midday,1,0,weekend,1.3868
11,7,street,46.1,2,0,16.21,1.209,0,0,heavy_rain,Mon,night,0,0,weekday,0.9063
14,15,main_road,61.5,2,0,7.8,1.383,0,0,clear,Wed,evening_peak,0,0,weekday,2.6427
3,13,highway,111.8,4,0,13.47,1.378,0,0,clear,Sun,night,1,0,weekend,0.7069
2,15,main_road,42.8,3,0,15.69,1.602,1,0,clear,Fri,night,0,0,friday,1.0656
10,19,main_road,55.7,2,0,5.26,1.665,1,0,clear,Wed,night,0,0,weekday,1.4276
21,10,service_lane,27.9,1,0,10.94,1.16,0,0,clear,Fri,evening_peak,0,0,friday,3.5
13,10,street,35.9,2,0,12.49,1.772,0,0,fog,Mon,night,0,0,weekday,2.2956
8,12,street,48.0,2,0,1.36,1.227,1,0,fog,Fri,midday,0,0,friday,3.5
13,14,main_road,50.4,2,0,5.62,1.1,0,0,clear,Fri,midday,0,0,friday,1.5614
21,3,street,40.5,2,0,10.21,1.349,1,0,fog,Fri,evening_peak,0,0,friday,3.5
4,1,main_road,41.4,2,0,19.75,1.099,0,0,clear,Thu,morning_peak,0,0,weekday,1.7696
19,15,main_road,79.5,4,0,18.32,1.138,1,0,clear,Fri,evening_peak,0,0,friday,3.5
19,18,street,46.1,1,0,8.7,1.66,1,0,clear,Thu,evening_peak,0,0,weekday,3.5
4,8,street,30.1,1,0,7.29,1.245,1,0,rain,Mon,evening_peak,0,0,weekday,3.5
4,2,main_road,53.3,3,0,12.07,1.536,1,0,rain,Sat,night,1,0,weekend,1.4357
20,3,street,48.1,2,0,16.94,1.451,0,0,clear,Tue,evening_peak,0,0,weekday,2.4402
1,14,highway,116.9,6,0,3.57,1.019,0,0,cloudy,Fri,morning_peak,0,0,friday,1.5325
7,10,main_road,46.6,3,1,18.98,1.586,0,0,clear,Thu,evening_peak,0,0,weekday,2.2658
10,23,service_lane,21.0,2,1,14.86,1.655,0,0,clear,Mon,evening_peak,0,0,weekday,3.5
5,3,main_road,67.8,2,0,4.9,1.199,0,0,clear,Sat,midday,1,0,weekend,1.104
22,8,service_lane,25.1,1,1,13.09,1.478,0,0,clear,Sun,night,1,0,weekend,0.9259
8,23,main_road,61.9,3,1,1.82,1.181,0,1,clear,Sun,morning_peak,1,0,weekend,2.7135
22,6,main_road,54.4,2,0,15.07,1.437,1,0,cloudy,Sat,night,1,0,weekend,0.8895
14,9,main_road,73.0,4,0,18.94,1.369,0,0,rain,Tue,evening_peak,0,0,weekday,2.9788
9,10,main_road,62.1,3,1,4.93,1.478,0,0,cloudy,Tue,night,0,0,weekday,1.0991
17,1,street,49.6,2,0,9.7,1.451,1,0,rain,Fri,night,0,0,friday,1.2757
13,17,main_road,45.6,3,1,6.21,1.758,0,0,clear,Fri,midday,0,0,friday,2.4572
11,3,service_lane,39.9,1,0,3.32,1.195,0,0,clear,Wed,morning_peak,0,0,weekday,2.5419
10,3,service_lane,35.5,2,0,5.85,1.706,0,0,clear,Fri,midday,0,0,friday,2.4289
22,10,main_road,46.5,4,0,6.18,1.511,0,0,clear,Sat,morning_peak,1,0,weekend,1.7789
15,9,main_road,53.7,4,1,2.05,1.269,1,1,cloudy,Sat,midday,1,0,weekend,1.6194
6,1,main_road,54.3,4,0,3.0,1.177,1,0,clear,Mon,midday,0,0,weekday,1.8846
1,2,street,35.0,2,0,15.87,1.516,1,0,cloudy,Tue,night,0,0,weekday,1.5514
21,18,main_road,67.5,3,0,2.98,1.007,0,0,clear,Mon,night,0,0,weekday,1.3151
5,22,main_road,65.5,3,0,18.67,1.201,1,0,clear,Thu,morning_peak,0,0,weekday,1.7828
2,3,main_road,61.6,2,0,7.64,1.214,0,0,clear,Sun,morning_peak,1,0,weekend,1.8659
19,7,main_road,49.4,3,0,11.13,1.043,1,0,fog,Tue,midday,0,0,weekday,1.8206
2,6,highway,102.3,6,1,9.48,1.09,0,0,clear,Sat,evening_peak,1,0,weekend,0.6814
14,4,main_road,62.6,2,0,7.49,1.755,1,0,cloudy,Sun,evening_peak,1,0,weekend,2.4332
5,17,service_lane,33.3,2,1,0.8,1.709,0,0,rain,Tue,evening_peak,0,0,weekday,3.5
19,21,street,20.6,2,1,9.58,1.257,0,0,cloudy,Sun,evening_peak,1,0,weekend,2.3653
10,7,highway,112.5,6,0,19.28,1.524,1,0,clear,Sat,midday,1,0,weekend,1.3414
8,13,highway,115.0,5,1,9.71,1.692,0,0,rain,Tue,midday,0,0,weekday,1.7329
9,11,main_road,53.7,3,1,18.56,1.022,0,0,cloudy,Sat,midday,1,0,weekend,1.2513
5,6,street,23.0,1,0,13.38,1.545,0,0,clear,Fri,evening_peak,0,0,friday,3.5
19,14,service_lane,33.9,2,0,13.35,1.526,0,1,cloudy,Fri,morning_peak,0,0,friday,3.5
18,2,main_road,73.2,4,0,18.61,1.171,1,0,clear,Sat,night,1,0,weekend,0.7614
11,18,street,37.7,2,0,8.62,1.406,1,0,rain,Mon,morning_peak,0,0,weekday,3.5
13,7,main_road,52.7,4,0,4.8,1.223,1,0,clear,Mon,morning_peak,0,0,weekday,3.301
1,3,street,31.6,1,0,7.39,1.241,1,0,cloudy,Tue,morning_peak,0,0,weekday,3.4689
2,3,street,20.4,2,1,16.93,1.752,1,0,clear,Fri,midday,0,0,friday,2.7573
6,22,main_road,78.1,3,0,9.32,1.546,1,0,cloudy,Wed,morning_peak,0,0,weekday,3.5
22,7,main_road,77.4,2,0,11.53,1.245,1,0,cloudy,Thu,night,0,0,weekday,0.9673
5,9,highway,90.4,5,0,8.52,1.729,0,1,heavy_rain,Thu,midday,0,0,weekday,2.1107
21,11,main_road,59.1,2,0,3.52,1.646,1,0,cloudy,Sun,night,1,0,weekend,1.5436
17,2,service_lane,37.2,2,0,4.86,1.263,1,0,clear,Mon,evening_peak,0,0,weekday,3.3668
2,7,service_lane,26.1,2,0,1.05,1.792,0,0,clear,Sun,evening_peak,1,0,weekend,3.142
10,22,main_road,61.5,4,0,8.39,1.318,0,0,cloudy,Thu,morning_peak,0,0,weekday,2.2843
7,11,main_road,46.7,2,0,1.25,1.211,0,0,cloudy,Thu,evening_peak,0,0,weekday,2.4417
21,6,service_lane,23.3,2,1,11.1,1.08,0,0,clear,Tue,evening_peak,0,0,weekday,3.5
21,11,street,28.9,1,0,19.68,1.483,0,0,rain,Mon,evening_peak,0,0,weekday,3.5
13,21,street,23.8,1,0,18.81,1.588,0,0,cloudy,Fri,evening_peak,0,0,friday,3.5
6,18,street,47.7,1,0,13.5,1.199,0,0,rain,Mon,night,0,0,weekday,1.9915
18,6,main_road,43.8,4,0,17.19,1.645,1,0,cloudy,Thu,midday,0,0,weekday,1.8546
3,8,street,29.9,2,1,10.93,1.516,0,0,clear,Tue,evening_peak,0,0,weekday,3.1735
2,5,main_road,49.6,2,0,8.01,1.075,1,0,cloudy,Tue,midday,0,0,weekday,1.8322
9,7,main_road,59.7,2,1,6.33,1.472,0,1,clear,Thu,night,0,0,weekday,1.0464
16,19,street,45.9,2,0,15.25,1.109,0,1,clear,Mon,evening_peak,0,0,weekday,3.5
10,4,highway,112.4,5,0,3.97,1.445,0,0,cloudy,Wed,night,0,1,weekday,0.55
15,18,street,46.5,2,0,11.89,1.193,0,0,clear,Sun,night,1,0,weekend,1.0733
21,20,highway,89.0,5,0,11.47,1.74,0,0,heavy_rain,Thu,midday,0,0,weekday,2.7658
22,2,street,38.9,1,0,18.83,1.094,1,0,rain,Wed,morning_peak,0,0,weekday,3.0228
16,19,street,30.8,2,0,0.2,1.009,0,0,rain,Thu,night,0,0,weekday,0.8826
22,14,service_lane,27.7,2,1,13.55,1.297,0,0,clear,Tue,evening_peak,0,0,weekday,3.5
15,11,street,26.7,2,0,3.23,1.268,1,0,clear,Thu,morning_peak,0,1,weekday,2.6773
20,21,main_road,70.8,2,0,8.77,1.705,1,0,clear,Thu,midday,0,0,weekday,2.2275
19,13,street,24.6,2,0,19.47,1.059,1,0,clear,Fri,morning_peak,0,0,friday,2.5028
14,9,street,50.0,2,0,13.02,1.618,1,0,cloudy,Mon,night,0,0,weekday,1.2261
10,14,service_lane,27.5,2,0,1.47,1.485,0,0,clear,Fri,night,0,0,friday,1.6422
19,17,service_lane,27.3,1,1,3.97,1.289,0,0,rain,Tue,evening_peak,0,0,weekday,3.5
6,5,main_road,40.9,3,1,13.78,1.154,0,0,rain,Wed,midday,0,0,weekday,2.1196
12,13,highway,84.8,5,1,0.61,1.115,0,1,clear,Mon,evening_peak,0,0,weekday,1.8538
6,7,street,37.5,2,0,17.28,1.177,1,0,rain,Tue,night,0,0,weekday,2.1068
6,5,street,42.0,2,0,7.14,1.672,0,0,cloudy,Sun,evening_peak,1,0,weekend,3.0562
14,12,highway,100.6,5,1,10.46,1.75,0,0,fog,Mon,midday,0,0,weekday,1.587
6,7,street,36.1,2,0,4.18,1.126,1,0,cloudy,Sun,evening_peak,1,0,weekend,2.7946
12,13,main_road,54.6,2,1,0.81,1.098,0,0,clear,Tue,night,0,0,weekday,0.6251
5,15,highway,118.5,6,1,11.8,1.16,0,0,rain,Wed,evening_peak,0,0,weekday,3.0359
2,3,street,25.0,2,0,16.68,1.493,1,0,rain,Wed,night,0,0,weekday,1.6383
22,5,main_road,68.9,3,1,3.21,1.535,0,0,clear,Sun,morning_peak,1,0,weekend,1.7999
9,19,main_road,46.0,2,0,6.69,1.102,1,1,cloudy,Sun,evening_peak,1,0,weekend,3.3271
9,14,service_lane,25.6,1,1,9.28,1.45,0,0,rain,Thu,evening_peak,0,0,weekday,3.5
12,22,service_lane,33.7,1,1,6.43,1.514,0,0,clear,Wed,morning_peak,0,0,weekday,2.6763
10,14,street,23.7,1,0,7.02,1.767,0,0,cloudy,Sat,evening_peak,1,0,weekend,3.5
1,9,street,23.9,1,0,13.32,1.272,0,0,cloudy,Sat,midday,1,0,weekend,2.5181
6,9,street,25.4,2,1,5.28,1.126,1,0,cloudy,Fri,midday,0,0,friday,3.2772
12,13,highway,97.6,4,0,18.89,1.562,0,0,clear,Fri,midday,0,1,friday,1.5351
4,6,main_road,63.5,2,0,0.11,1.417,0,1,clear,Sun,midday,1,0,weekend,2.3302
11,2,street,27.5,1,0,16.53,1.44,1,0,cloudy,Mon,midday,0,0,weekday,2.2838
4,16,street,29.7,2,0,13.7,1.046,0,0,clear,Tue,midday,0,0,weekday,2.1402
12,7,street,46.9,2,0,13.8,1.463,0,0,clear,Wed,morning_peak,0,0,weekday,2.9077
1,17,highway,96.3,6,0,3.68,1.482,0,0,cloudy,Tue,night,0,0,weekday,0.9866
20,7,main_road,78.1,2,0,10.68,1.519,0,0,cloudy,Tue,morning_peak,0,0,weekday,2.5949
9,22,street,20.8,1,0,18.54,1.089,0,0,clear,Thu,night,0,0,weekday,1.315
1,8,street,39.4,2,0,0.85,1.05,1,0,clear,Wed,evening_peak,0,0,weekday,3.5
15,22,main_road,61.2,3,0,8.05,1.372,1,0,fog,Tue,evening_peak,0,0,weekday,3.4108
22,12,main_road,79.8,3,0,8.37,1.633,1,0,clear,Thu,evening_peak,0,0,weekday,2.4904
23,3,street,40.9,1,0,3.21,1.544,1,0,clear,Thu,night,0,0,weekday,1.5512
23,16,main_road,49.0,4,0,8.7,1.619,0,0,clear,Thu,night,0,0,weekday,1.1896
18,23,highway,109.9,5,1,1.64,1.276,0,0,cloudy,Sun,night,1,0,weekend,0.55
18,12,street,44.7,2,0,6.2,1.012,1,0,cloudy,Thu,morning_peak,0,0,weekday,2.4966
7,21,street,36.3,1,0,11.29,1.477,1,0,clear,Mon,night,0,0,weekday,1.7769
11,7,street,37.8,1,0,12.49,1.321,1,0,clear,Fri,night,0,0,friday,1.2506
12,2,main_road,61.1,2,0,6.23,1.525,1,0,rain,Wed,night,0,0,weekday,1.1527
6,17,street,23.1,2,0,15.07,1.336,0,0,clear,Mon,evening_peak,0,0,weekday,3.0189
16,5,street,42.1,1,0,0.4,1.497,1,0,clear,Tue,midday,0,0,weekday,2.6893
21,11,street,36.0,2,0,17.92,1.542,0,0,cloudy,Wed,morning_peak,0,0,weekday,3.5
1,20,main_road,63.7,3,0,9.02,1.108,0,0,clear,Mon,evening_peak,0,0,weekday,3.0425
16,15,main_road,67.5,3,1,6.86,1.414,0,1,clear,Fri,midday,0,0,friday,2.768
21,4,main_road,63.4,2,1,5.77,1.538,1,0,cloudy,Sun,night,1,0,weekend,1.1871
23,15,highway,88.2,5,1,7.76,1.343,0,0,rain,Wed,night,0,0,weekday,0.7257
8,9,main_road,68.3,2,0,1.63,1.721,1,0,clear,Wed,morning_peak,0,0,weekday,2.2746
17,13,highway,94.5,6,0,14.09,1.103,1,1,clear,Thu,evening_peak,0,0,weekday,2.334
13,12,main_road,48.6,3,0,11.92,1.772,1,0,fog,Sat,midday,1,0,weekend,2.709
1,23,highway,96.6,5,0,15.93,1.002,0,0,cloudy,Sun,evening_peak,1,0,weekend,3.0168
5,11,street,46.2,1,0,5.63,1.606,0,0,cloudy,Mon,midday,0,0,weekday,2.093
14,12,street,32.4,2,1,0.65,1.12,1,0,clear,Tue,evening_peak,0,0,weekday,2.6531
19,20,street,28.4,1,1,11.39,1.016,1,0,rain,Fri,midday,0,0,friday,2.9452
3,10,street,32.7,2,0,6.26,1.349,0,0,fog,Sun,evening_peak,1,0,weekend,3.5
2,13,main_road,71.0,4,0,4.22,1.731,1,0,cloudy,Tue,midday,0,0,weekday,2.0385
20,14,street,27.3,2,0,11.14,1.425,0,0,rain,Thu,morning_peak,0,0,weekday,3.2989
2,10,main_road,50.1,2,0,16.47,1.553,0,0,clear,Tue,morning_peak,0,0,weekday,2.0994
16,4,main_road,59.3,4,0,6.28,1.166,0,0,clear,Wed,evening_peak,0,0,weekday,2.246
20,4,highway,100.7,6,1,3.0,1.382,0,0,cloudy,Tue,evening_peak,0,0,weekday,1.974
9,7,main_road,51.4,2,0,6.1,1.651,0,0,clear,Fri,night,0,0,friday,0.9889
20,10,main_road,47.0,3,0,7.58,1.646,1,0,cloudy,Thu,evening_peak,0,0,weekday,3.3067
4,11,street,40.8,2,0,12.73,1.677,1,1,clear,Mon,night,0,0,weekday,1.6738
23,14,highway,106.4,6,0,5.75,1.7,0,0,heavy_rain,Wed,midday,0,0,weekday,2.355
17,18,street,28.2,1,1,14.51,1.267,1,0,fog,Sun,midday,1,0,weekend,2.1316
23,11,main_road,70.1,4,0,12.42,1.796,1,0,clear,Tue,evening_peak,0,0,weekday,3.5
22,1,main_road,74.0,4,0,5.73,1.758,1,1,clear,Tue,evening_peak,0,0,weekday,3.5
20,22,street,29.3,1,0,15.74,1.539,1,0,heavy_rain,Mon,morning_peak,0,1,weekday,3.5
6,2,main_road,58.1,2,0,7.17,1.355,1,0,cloudy,Sat,evening_peak,1,0,weekend,1.829
3,15,highway,108.3,6,0,14.0,1.658,0,0,clear,Sun,morning_peak,1,0,weekend,1.3198
15,21,main_road,43.5,3,0,10.86,1.221,1,0,fog,Sun,evening_peak,1,0,weekend,2.3386
11,14,main_road,46.8,4,1,12.95,1.261,0,0,clear,Sat,morning_peak,1,0,weekend,1.2882
7,20,street,32.0,2,0,5.75,1.776,1,0,clear,Thu,midday,0,0,weekday,1.9449
10,9,street,26.8,2,0,18.21,1.437,1,0,clear,Sun,morning_peak,1,0,weekend,2.1265
7,3,main_road,72.8,4,1,9.43,1.301,0,0,clear,Sat,morning_peak,1,0,weekend,1.5488
6,15,main_road,65.9,3,0,2.89,1.722,1,0,cloudy,Tue,evening_peak,0,0,weekday,3.5
1,23,main_road,59.0,3,0,5.25,1.028,1,0,rain,Mon,midday,0,0,weekday,2.7012
8,6,highway,116.2,5,1,0.47,1.593,0,0,clear,Tue,morning_peak,0,0,weekday,2.1238
8,23,main_road,60.2,3,0,4.95,1.105,1,0,clear,Thu,evening_peak,0,0,weekday,2.2661
2,12,main_road,51.2,2,0,11.05,1.619,1,0,clear,Fri,morning_peak,0,0,friday,3.5
4,6,street,37.0,2,0,4.62,1.197,1,0,clear,Sat,midday,1,0,weekend,1.4362
12,4,street,27.4,2,0,15.18,1.392,1,0,clear,Sat,morning_peak,1,0,weekend,2.6203
8,15,main_road,57.7,2,0,12.73,1.448,1,0,cloudy,Tue,night,0,0,weekday,1.0782
15,8,street,26.2,1,0,2.79,1.775,0,0,rain,Thu,midday,0,0,weekday,2.9942
